trip\01\00009.wav=Adam, @20356
trip\06\02861.wav=I'm going to get rid of it!  I'm going to get rid of it!  Everybody, get off my back already!  @805184
trip\06\02862.wav=Just leave my little advice toy out of this, okay?  It's not hurting anyone, it just gives advice!@805900
trip\06\02906.wav=Chardonnay, come and get it.@233260
trip\06\02907.wav=Here's your wine, Grace.@233496
trip\06\02908.wav=Your Chardonnay is ready, dear.@233744
trip\06\02909.wav=Here you go Grace, you get to be the first to drink.@234052
trip\06\02910.wav=Here Grace, you be the first to try this.@234420
trip\06\02911.wav=Here Grace, I poured you the first glass.@234740
trip\06\02912.wav=Grace, I'm giving you the first glass.@235056
trip\06\02913.wav=Alright Grace, yours is ready.@235356
trip\06\02914.wav=Here Grace, yours is ready.@235612
trip\06\02915.wav=Alright Grace, your drink is ready.@235872
trip\06\02916.wav=Here you are Grace, your drink is ready.@236168
trip\06\02917.wav=Alright, here you go!@236448
trip\06\02918.wav=Here we are... hope you like it!@236668
trip\06\02919.wav=Here's your drink!@236904
trip\06\02920.wav=Here you are!@237076
trip\06\02921.wav=Here's yours.@237232
trip\06\02922.wav=This is yours.@237396
trip\06\02923.wav=Here you go.@237552
trip\06\02924.wav=Here's your drink.@237708
trip\06\02925.wav=Well I'll just put this on the bar for you.@237964
trip\06\02926.wav=You know what I'm just going to put this on the bar for you.@238356
trip\06\02927.wav=Ah, shit!@238688
trip\06\02929.wav=Ah, crap!@238960
trip\06\02930.wav=Ah, I broke two of my new crystal wine glasses.  @239180
trip\06\02932.wav=Ah, two of my new crystal wine glasses just broke.  @239692
trip\06\02934.wav=Uh oh... um, Grace...@240128
trip\06\02935.wav=Um, uh, Grace...@240312
trip\06\02936.wav=I'm out of your wine.@240500
trip\06\02937.wav=I'm out of your water.@240920
trip\06\02938.wav=I'm out of your water.@240920
trip\06\02939.wav=Sorry, I forgot to buy more on my latest shopping trip.@241216
trip\06\02940.wav=I'm sorry, I forgot to buy some last time I went shopping.@241648
trip\06\02941.wav=I know, I know, I'm sorry... what else can I get you?@242064
trip\06\02942.wav=I know, I know, I'm sorry... can I get you something else?@242468
trip\06\02943.wav=What?@242788
trip\06\02944.wav=You what?@242904
trip\06\02945.wav=Sorry, sorry.@243056
trip\06\02946.wav=Sorry, Grace, sorry.@243236
trip\06\02947.wav=Perhaps.@806384
trip\06\02948.wav=Could be.@806512
trip\06\02949.wav=Why not?@806644
trip\06\02950.wav=Probably true.@806784
trip\06\02951.wav=Sounds good.@806948
trip\06\02952.wav=Hmm!@807076
trip\06\02953.wav=Huh!@807172
trip\06\02954.wav=Heh!@807268
trip\06\02955.wav=Heh... Definitely.@807396
trip\06\02956.wav=Heh... No doubt about it.@807592
trip\06\02957.wav=Heh... Count on it.@807804
trip\06\02958.wav=Heh... It's a sure thing.@807996
trip\06\02959.wav=Heh... You can bet on it.@808224
trip\06\02960.wav=Huh...  I don't know about that...@808460
trip\06\02961.wav=I like it!@808696
trip\06\02962.wav=I like it, I can carry it around.@808900
trip\06\02963.wav=Huh, h, get real, heh.@809144
trip\06\02964.wav=Heh, you can't be serious, heh.@809372
trip\06\02965.wav=Uh, don't get your hopes up, huh heh heh heh.@809652
trip\06\02966.wav=Heh -- it's not a good idea, heh.@809972
trip\06\02967.wav=Heh, heh, I wouldn't if I were you, heh, ho.@810248
trip\06\02968.wav=Ha ha, ha, this crazy thing, always giving me the wrong advice, heh.@810644
trip\06\02969.wav=Sorry...!@811008
trip\06\02970.wav=Definitely, hmm.@811156
trip\06\02971.wav=No doubt about it, huh.@811344
trip\06\02972.wav=Count on it, huh.@811548
trip\06\02973.wav=It's a sure thing, hmm.@811732
trip\06\02974.wav=You can bet on it, hmm.@811952
trip\06\02975.wav=Pssh.@812132
trip\06\02976.wav=Uhh, yeah, right...@812252
trip\06\02977.wav=Sorry!  I like it, okay?!  It's just a toy.   @812504
trip\06\02978.wav=Oh, I'm not allowed to have a little toy?!  Jesus.  @812880
trip\06\02979.wav=All bets are off.@813204
trip\06\02980.wav=Don't count on it, huh, huh.@813404
trip\06\02981.wav=No way.@813608
trip\06\02982.wav=Definitely not.@813756
trip\06\02983.wav=Not gonna happen.@813936
trip\06\02984.wav=Uhh...@814084
trip\06\02985.wav=Y - yeah, yeah...@814204
trip\06\02986.wav=N - no, no...@814368
trip\06\02987.wav=Oh, well...@814512
trip\06\02988.wav=Yeah, yeah, I, heh...@814656
trip\06\02989.wav=N - n - no, no...@814840
trip\06\02990.wav=Wha -- uh, heh, oh, well...@815016
trip\06\02991.wav=Yeah, yeah, I, heh...@815224
trip\06\02992.wav=N - n - no, no...@815408
trip\06\02993.wav=Wha -- uh, heh, oh, well...@815584
trip\06\02994.wav=Well, we're all friends here, uh...@815832
trip\06\02995.wav=Huh, y -- you two are really getting along well tonight...@816160
trip\06\02996.wav=Huh, I think I forgot how well you two get along...@816564
trip\06\02997.wav=Well... you two are all chummy already... that's, that's good...@816972
trip\06\02998.wav=Okay, well, I was worried there for a bit you were on Grace's side tonight, heh heh, heh.@817480
trip\06\02999.wav=Okay, well, you and I are getting along better tonight than I first thought, heh heh!@818080
trip\06\03000.wav=Alright, good, heh heh, maybe you're on my side tonight after all, ha ha.@818640
trip\07\03001.wav=oh, you know, ... uh... @819032
trip\07\03002.wav=I was just thinking of... um... @819268
trip\07\03003.wav=sorry, maybe I'm kind of distracted tonight... @819592
trip\07\03004.wav=anyway...@819876
trip\07\03005.wav=uhh...  @819992
trip\07\03006.wav=eh, uhh, oh, oh god, I'm sorry, my mind is, uh... heh, somewhere else tonight...  @820248
trip\07\03007.wav=Oh yeah,  let me tell you about work. I just brought in a new account  - print ads for a line of bridal fashion. @820920
trip\07\03008.wav=Very big. @821472
trip\07\03009.wav=Oh it's a great, uh, creative opportunity for Grace.  Yeah.@821720
trip\07\03010.wav=But anyway, I just got back from a client meeting in Barcelona.  I love European culture.@822276
trip\07\03011.wav=the food, the sights...@822760
trip\07\03012.wav=Uhh, heh, Grace... @822948
trip\07\03015.wav=Our project. @823132
trip\07\03016.wav=It was quite a coup when I brought this new account in. Print ads for bridal fashions. @823476
trip\07\03017.wav=Very big.@823924
trip\07\03018.wav=It's how I won you, isn't it?  Ha ha ha ha...@824128
trip\07\03019.wav=So I have a way with women. What can I say?@824492
trip\07\03020.wav=Oh, w -- well, speaking of our work project, um, I -- I'll have to tell you about my trip to Barcelona that landed the contract.@826008
trip\07\03021.wav=You used to like my charm, heh. I remember I was quite the hit with your sorority sisters. You said it was cute. @826876
trip\07\03022.wav=Ha ha, let's not turn this into an advertising meeting, huh? @827540
trip\07\03023.wav=Well at least Maria actually wants to see me.@827984
trip\07\03024.wav=Heh, well, anyway...@828276
trip\07\03025.wav=Oh yeah, uh, let me tell you about work, uh... I -- I just brought in a new account!  Print ads for a line of bridal fashion. @828712
trip\07\03026.wav=Very big. @829316
trip\07\03027.wav=Ah, it's a... a great creative opportunity for Grace.@829556
trip\07\03028.wav=But anyway, I just got back from a client meeting in Barcelona.  I love European culture.@830088
trip\07\03029.wav=the food, the sights...@830572
trip\07\03030.wav=Uhh... Grace... @830756
trip\07\03033.wav=Our project. @830928
trip\07\03034.wav=It was quite a coup when I brought this new account in. Print ads for bridal fashions. @831272
trip\07\03035.wav=Very big.@831720
trip\07\03036.wav=It's how I won you, isn't it?  Ha ha ha ha...@831924
trip\07\03037.wav=So I have a way with women. What can I say?@832288
trip\07\03038.wav=In -- in fact, just the other day...@832948
trip\07\03039.wav=In -- in fact, just the other day...@832948
trip\07\03040.wav=Clients pay the bills, heh, heh heh...  Of course I meet with them...@833300
trip\07\03041.wav=Well at least our clients want to see me. @833760
trip\07\03042.wav=Ha ha, let's not turn this into an advertising meeting, okay?@834148
trip\07\03043.wav=Well at least Maria actually wants to see me.@834592
trip\07\03044.wav=You don't agree?  uh, okay, well...@446776
trip\07\03046.wav=Uhh, you're driving me insane!@836628
trip\07\03047.wav=Ahh, this is bullshit!@836872
trip\07\03048.wav=Oh Christ, I can't take this!@837100
trip\07\03049.wav=Uhh, you're driving me insane!@837352
trip\07\03050.wav=Ahh, this is bullshit!@837596
trip\07\03051.wav=Oh Christ, I can't take this!@837824
trip\07\03052.wav=Ahh, no, you're impossible!@838076
trip\07\03053.wav=Ahh, no, I'm going crazy!@838308
trip\07\03054.wav=Ahh, no, I can't take anymore!@838552
trip\07\03055.wav=Your... goddamn decorating...@838808
trip\07\03056.wav=Your goddamn art... insanity...@839080
trip\07\03057.wav=You... advertising is... uhh...@839328
trip\07\03058.wav=Advertising... you...@839564
trip\07\03059.wav=Goddamn artist lifestyle...@839800
trip\07\03060.wav=Decorating... you... uhh...@840020
trip\07\03061.wav=Big jug of wine...@840244
trip\07\03062.wav=Goddamn slumming it off campus...@840472
trip\07\03063.wav=Goddamn sports bar...@840740
trip\07\03064.wav=Goddamn anniversary wine...@840960
trip\07\03065.wav=Your disdain for my drink inventions...@841244
trip\07\03066.wav=Goddamn... sophisticated traveler...@841572
trip\07\03067.wav=Goddamn italy... @841836
trip\07\03068.wav=Goddamn italy... art...@842036
trip\07\03069.wav=Carting you off to Europe...@842268
trip\07\03070.wav=Goddamn manipulation...@842528
trip\07\03071.wav=Goddamn more real...@842744
trip\07\03072.wav=My goddamn parents...@842960
trip\07\03073.wav=Your goddamn parents...@843184
trip\07\03074.wav=You and your goddamn parents...@843436
trip\07\03075.wav=Goddamn embarrassing you...@843700
trip\07\03076.wav=Goddamn romantic... wedding proposal...@843984
trip\07\03077.wav=What were you supposed to say...?@844280
trip\07\03078.wav=Goddamn removing our wedding picture...!@844576
trip\07\03079.wav=Goddamn never liked the...@844872
trip\07\03080.wav=God, fresh young women...@845108
trip\07\03081.wav=Goddamn brie...@845316
trip\07\03082.wav=Goddamn sucking up to Grace...@845520
trip\07\03083.wav=Goddamn criticisms...@845780
trip\07\03084.wav=Goddamn flirt...@845976
trip\07\03085.wav=Goddamn... kissing...@846156
trip\07\03086.wav=Goddamn... pacifying...@846368
trip\07\03087.wav=That goddamn... support...@846596
trip\07\03088.wav=These goddamn... explanations...@846856
trip\07\03089.wav=Goddamn... cussing...@847100
trip\07\03090.wav=Goddamn marriage talk...@847316
trip\07\03091.wav=Divorce, divorce...@847536
trip\07\03092.wav=Sex, sex...@847720
trip\07\03093.wav=Goddamn cheating...@847880
trip\07\03094.wav=Therapy... uhh...@848060
trip\07\03095.wav=Goddamn wedding picture...@848260
trip\07\03096.wav=Goddamn italy picture...@848500
trip\07\03097.wav=My goddamn advice ball...@848736
trip\07\03098.wav=Goddamn furniture...@848952
trip\07\03099.wav=Goddamn painting...@849152
trip\07\03100.wav=My goddamn bar...!@849348
trip\07\03101.wav=Goddamn sculptures...@849548
trip\07\03102.wav=Goddamn view...@849744
trip\07\03103.wav=My damn brass bull...@849924
trip\07\03119.wav=Goddamn, what did you say?@850148
trip\07\03120.wav=Goddamn, what was it you said?@850404
trip\07\03121.wav=I'm...@850608
trip\07\03122.wav=I'm not...@850728
trip\07\03123.wav=controlling...@850872
trip\07\03124.wav=controlled...@851032
trip\07\03125.wav=loving...@851176
trip\07\03126.wav=loved...@851304
trip\07\03127.wav=depressing...@851437
trip\07\03128.wav=depressed...@851588
trip\07\03129.wav=communicative...@851760
trip\07\03130.wav=afraid...@851916
trip\07\03131.wav=angry...@852044
trip\07\03132.wav=lying...@852164
trip\07\03133.wav=to blame...@852292
trip\07\03134.wav=We should...@852432
trip\07\03135.wav=We shouldn't...@852588
trip\07\03136.wav=get divorced...@852764
trip\07\03137.wav=separate...@852920
trip\07\03138.wav=go to therapy...@853080
trip\07\03139.wav=have more sex...@853256
trip\07\03140.wav=have kids...@853420
trip\07\03141.wav=get a pet...@853572
trip\07\03142.wav=I should...@853712
trip\07\03143.wav=I shouldn't...@853860
trip\07\03144.wav=make art...@854016
trip\07\03146.wav=quit my job...@854172
trip\07\03147.wav=kill my wife...@854336
trip\07\03148.wav=get revenge...@854508
trip\07\03149.wav=kill myself...@854676
trip\07\03150.wav=I...@854812
trip\07\03151.wav=Grace...@854916
trip\07\03152.wav=loves...@855040
trip\07\03153.wav=doesn't love...@855184
trip\07\03154.wav=am cheating...@855344
trip\07\03155.wav=is cheating...@855500
trip\07\03156.wav=am not cheating...@855668
trip\07\03157.wav=is not cheating...@855852
trip\07\03158.wav=Grace's goddamn parents...@856072
trip\07\03159.wav=My goddamn parents...@856312
trip\07\03160.wav=Goddamn Maria...@856508
trip\07\03161.wav='Vince'...?@856664
trip\07\03162.wav=Grace, I've always had to be the one to make the right choices for you!  @856948
trip\07\03163.wav=You can't do it, I've always had to be the one.@857428
trip\07\03164.wav=You never listen to me!  You don't believe anything I say!  You just don't listen.@857884
trip\07\03165.wav=You hide things from me!  You're so distant!  You...@858392
trip\07\03166.wav=You do, you hide things from me!@858740
trip\07\03167.wav=Grace, I do one little thing wrong, and you're cold and distant!  Just one thing wrong, that's all it takes!@859196
trip\07\03168.wav=I try to reach out to you, I try to be romantic with you, but you're cold, and distant!  I do, I really try!@859960
trip\07\03169.wav=You're always choosing other things, you never choose me!  @860576
trip\07\03170.wav=Always choosing other things over me.@860960
trip\07\03171.wav=You like it when other people reach out to you, but you reject me!  @861340
trip\07\03172.wav=Always other people, other things, never me.@861776
trip\07\03173.wav=Grace, don't say you're going to remove our wedding picture... You are so cruel, do you know that?  So cruel.@862256
trip\07\03174.wav=Grace, don't say you're going to remove my italy picture... You are so cruel, do you know that?  So cruel.@863000
trip\07\03175.wav=I like my advice ball...  It's just this little thing I like, but you reject it!  You hate it because I like it!@863760
trip\07\03176.wav=When are you going to realize that art is not a career!  Is that ever going to sink in for you?@864496
trip\07\03177.wav=You claim to like paintings, and art, and all that bullshit...  But taking a couple of art classes in college does not make you an artist!@865292
trip\07\03178.wav=I hate our goddamn parties, I hate the people, especially all those fricking artists you keep inviting over!@866176
trip\07\03179.wav=It's obvious why you keep redecorating -- you're spoiled, you could never live without all this stuff!  That's why you redecorate!@866972
trip\07\03180.wav=You don't redecorate because you're into art or some bullshit like that... It's because you can't live without this stuff!  You're spoiled and you can't admit it!@867960
