grace\01\00009.wav=Adam, @14316
grace\06\02909.wav=You and your obsession with sex tonight!@808604
grace\06\02910.wav=You and your infatuation with infidelity!@808964
grace\06\02911.wav=You and your obsession with therapy!@809300
grace\06\02912.wav=skipped
grace\06\02913.wav=You and your fixation with italy!@809996
grace\06\02914.wav=You and your harping on the work project!@810300
grace\06\02915.wav=You and your fixation on that goddamn bull!@810660
grace\06\02916.wav=You and your fixation on the crappy plastic ball!@811040
grace\06\02917.wav=You and your non stop talk about the apartment!@811444
grace\06\02918.wav=You and your fixation on that painting!@811812
grace\06\02919.wav=You and your addiction to Trip's drinks!@812140
grace\06\02920.wav=You and your fixation on my sculptures!@812484
grace\06\02921.wav=You and your obsession with the view!@812808
grace\06\02922.wav=With you bringing up marriage all the time.@813120
grace\06\02923.wav=With you bringing up divorce, God.@813444
grace\06\02924.wav=With your little hints about sex, God.@813760
grace\06\02925.wav=With your hinting about infidelity, God!@814096
grace\06\02926.wav=With you bringing up therapy, uhh.@814400
grace\06\02927.wav=The way you keep bringing up the wedding picture.@814708
grace\06\02928.wav=How you keep bringing up Italy, God.@815056
grace\06\02929.wav=The way you harp on my work project.@815360
grace\06\02930.wav=How you keep bringing up that evil bull.@815664
grace\06\02931.wav=How you keep bringing up that damn advice ball.@816000
grace\06\02932.wav=The way you keep fixating on the apartment and the decorating.@816424
grace\06\02933.wav=With your comments about that damn painting.@816860
grace\06\02934.wav=The way you keep talking about Trip's goddamn drinks.@817232
grace\06\02935.wav=The way you keep bringing up my sculptures.@817612
grace\06\02936.wav=How you can't stop talking about the view.@817956
grace\06\02952.wav=How I'm...@818212
grace\06\02953.wav=How I'm not...@818352
grace\06\02954.wav=How I should...@818504
grace\06\02955.wav=How I shouldn't...@818672
grace\06\02956.wav=make art...@818844
grace\06\02958.wav=quit my job...@819000
grace\06\02959.wav=kill my husband...@819176
grace\06\02960.wav=get revenge...@819360
grace\06\02961.wav=kill myself...@819528
grace\06\02962.wav=How I...@819668
grace\06\02963.wav=How Trip...@819792
grace\06\02964.wav=Something about my damn parents...@819996
grace\06\02965.wav=Something about Trip's damn parents...@820300
grace\06\02966.wav=Something about goddamn Maria...@820600
grace\06\02967.wav=Something about Vince...@820856
grace\06\02968.wav=Okay, you know what,  @821068
grace\06\02969.wav=Alright, you know what,  @821280
grace\06\02970.wav=I'm going to ask you something.@821524
grace\06\02971.wav=I need to ask you something.@821788
grace\06\02972.wav=Trip, let me ask our friend a question.@822076
grace\06\02973.wav=Trip, let me ask our guest a question.@822408
grace\06\02974.wav=yes or no...@822664
grace\06\02975.wav=Trip --@822800
grace\06\02976.wav=Trip --@822916
grace\06\02977.wav=Yes or no.@823048
grace\06\02978.wav=Yes or no.@823192
grace\06\02979.wav=Yes or no.@823336
grace\06\02980.wav=What?@823464
grace\06\02981.wav=What?@823572
grace\06\02982.wav=What?@823680
grace\06\02983.wav=Yes?@823788
grace\06\02984.wav=Yes?@823892
grace\06\02985.wav=No?@823992
grace\06\02986.wav=No?@824088
grace\06\02987.wav=Do you think it's wrong for one person in a marriage to listen too much to the other?@824368
grace\06\02988.wav=To trust your husband or wife too much, to rely on them too much?  Is that wrong?  @825004
grace\06\02989.wav=Is it wrong for one person in a marriage to want more than the other?@825576
grace\06\02990.wav=If you want more out of life than the person you're married to does -- is that wrong?  @826136
grace\06\02991.wav=Does marriage have to be the most highest, beautiful, most passionate, thing in your life?@826772
grace\06\02992.wav=I mean, is it wrong to have other things in your life that are more passionate than your marriage?@827432
grace\06\02993.wav=Isn't it right for one person in a marriage to expose when the other person is acting fake?@828124
grace\06\02994.wav=If someone is not being their real self, not their true self, their spouse should tell them that, right?@828812
grace\06\02995.wav=In a marriage, shouldn't one person try to make their spouse a better person, even if they don't want it?@829556
grace\06\02996.wav=I mean, even if they don't actually want it, shouldn't you help your spouse understand a better way to be?@830324
grace\06\02997.wav=If there was a thing about yourself you didn't like, but your husband or wife likes it, is it still okay to hide it?@831109
grace\06\02998.wav=I mean, if your spouse likes something about you, that you don't like, are you allowed to hide that?@831868
grace\06\02999.wav=In a marriage, shouldn't you try to help the other person get what they want?@832524
grace\06\03000.wav=I mean, marriage is supposed to be about what the other person wants, not what you want, right?@833140
grace\07\03001.wav=A person in a marriage should fully trust the other person, right?@833752
grace\07\03002.wav=I mean, if you're married you have to completely and totally trust your spouse, right?@834300
grace\07\03003.wav=Should a married person be allowed to flirt with other people for fun?@834880
grace\07\03004.wav=I mean, if you're married, is it okay to do any more flirting, even if it's 'harmless'?@835432
grace\07\03005.wav=When you get married, you're just supposed to forgive and forget everything bad that happened before that, right?@836120
grace\07\03006.wav=I mean, that's what you must to do in a marriage -- forgive, yes?@836800
grace\07\03007.wav=Do you think it's possible to jinx a marriage?@837244
grace\07\03008.wav=I mean, can just one wrong thing, in the beginning, just... screw the whole thing up?@837684
grace\07\03009.wav=What...?!@838112
grace\07\03010.wav=What...?!@838236
grace\07\03011.wav=Oh, okay... fine...@838376
grace\07\03012.wav=Oh, alright... yes...@838564
grace\07\03013.wav=Oh, yes, that's fine... that's fine...@838796
grace\07\03014.wav=Look, you don't need answer, I don't need to hear anymore!@839156
grace\07\03015.wav=Look, don't bother answering, I don't need to hear it!@839576
grace\07\03016.wav=Everyone's trying to control me, for my entire life!  I can't do this anymore, goddammit!@840092
grace\07\03017.wav=Goddammit!  How can I be happy when you act this way, Trip?  Huh? I'm miserable!@840696
grace\07\03018.wav=Our entire marriage, Trip, you've been holding me back, suffocating me!  I can't do this anymore!  Goddammit!@841344
grace\07\03019.wav=Trip, I can't take this denial anymore...  You're suppressing yourself, you're so... fake!  I hate it!@842068
grace\07\03020.wav=There's no passion in our marriage, Trip, no... beauty... no anything!  It's completely and utterly devoid of everything!@842816
grace\07\03021.wav=Don't you see, Trip?!  Our marriage... is a sham, Trip!  Don't you see that?  It's all fake, all pretend...@843592
grace\07\03022.wav=Trip, this marriage is all about you wanting to become some kind of high class guy, with a beautiful wife and beautiful apartment...  That's what it is, goddammit!@844500
grace\07\03023.wav=You keep trying to tell me you love me, Trip, that you're so romantic, but I know you're hiding something from me, goddammit!@845508
grace\07\03024.wav=The real truth is, Trip, you flirt with everybody!  The clients at work, our friends, everybody, you can't help yourself!  You're always looking around, goddammit!@846448
grace\07\03025.wav=Just admit it, Trip, admit it, we have an shitty marriage!  We've never been really happy, from day one!  Never, goddammit!@847456
grace\07\03026.wav=The truth is Trip, I should never have said yes so fast to marrying you!  You totally manipulated me, goddammit!@848300
grace\07\03027.wav=Uhh!@848828
grace\07\03028.wav=can you believe this?@848972
grace\07\03029.wav=I...@849136
grace\07\03030.wav=Uhh!@849232
grace\07\03031.wav=Oh, God...!@849340
grace\07\03032.wav=Oh, my God...!@849484
grace\07\03033.wav=Oh, yeah, yeah, right!@849648
grace\07\03034.wav=Oh, sure, yeah!@849836
grace\07\03035.wav=Oh, my God...!@849996
grace\07\03036.wav=Oh, that's great Trip!@850172
grace\07\03037.wav=Oh, I can't believe...!@850380
grace\07\03038.wav=Oh, don't even...!@850584
grace\07\03039.wav=Uhh!  Yeah, good, get away from me!@850800
grace\07\03040.wav=Uhh!  Yeah, good, go away!  @851060
grace\07\03041.wav=Uhh!  Yeah, good, get out of my sight! @851320
grace\07\03042.wav=I don't want to look at you!@851624
grace\07\03043.wav=I can't stand you!@851860
grace\07\03044.wav=I can't take you anymore!@852072
grace\07\03045.wav=You're unfeeling!@852284
grace\07\03046.wav=You're cruel!@852456
grace\07\03047.wav=You're awful to me!@852628
grace\07\03048.wav=Just go away.  Go away.@852836
grace\07\03049.wav=Just leave me alone.  Leave me alone.@853092
grace\07\03050.wav=You're walking away?  @853356
grace\07\03051.wav=What, you're walking away?  @853572
grace\07\03052.wav=Don't just walk away!@853816
grace\07\03053.wav=You can't just say that and then walk away!@854084
grace\07\03054.wav=Goddammit!@854360
grace\07\03055.wav=Oh, God!!@854492
grace\07\03056.wav=Dammit, Trip!@854636
grace\07\03057.wav=uhh!@854768
grace\07\03058.wav=uhh!@854864
grace\07\03059.wav=uhh!@854960
grace\07\03060.wav=Goddammit...@855080
grace\07\03061.wav=Oh, God...@855220
grace\07\03062.wav=Dammit, Trip...@855368
grace\07\03063.wav=uhh...@855508
grace\07\03064.wav=oh -- uhh...@855616
grace\07\03065.wav=uhh...@855744
grace\07\03066.wav=I -- I'm sorry... this is a disaster...@855920
grace\07\03067.wav=we're not normally like this, I don't know what's going on...@856292
grace\07\03068.wav=I can't believe you have to see this...@856696
grace\07\03069.wav=uhh...@856932
grace\07\03070.wav=uhh...@857036
grace\07\03071.wav=uhh...@857140
grace\07\03072.wav=Look, maybe you should just leave...@857316
grace\07\03073.wav=Look, you probably just want to leave...@857632
grace\07\03074.wav=Look, if you want to leave, I...@857936
grace\07\03075.wav=Oh, God...@858156
grace\07\03076.wav=Oh, God...@858288
grace\07\03077.wav=Oh, God...@858420
grace\07\03078.wav=I'm sorry... this is a disaster...@858608
grace\07\03079.wav=we're not normally like this, I don't know what's going on...@858960
grace\07\03080.wav=I can't believe you have to see this...@859364
grace\07\03081.wav=uhh...@859600
grace\07\03082.wav=uhh...@859704
grace\07\03083.wav=uhh...@859808
grace\07\03084.wav=Look, maybe you should just go...@859980
grace\07\03085.wav=Look, you probably just want to leave...@860284
grace\07\03086.wav=Look, if you want to leave...@860584
grace\07\03087.wav=Oh, God...@860792
grace\07\03088.wav=Oh, God...@860924
grace\07\03089.wav=Oh, God...@861056
grace\07\03090.wav=Good!@861184
grace\07\03091.wav=Fine with me!@861312
grace\07\03092.wav=What? If you're talking to me, I can't hear you!@861540
grace\07\03093.wav=What? Are you trying to talk to me?@861884
grace\07\03094.wav=No, please, please just leave me alone for a second, okay?@862236
grace\07\03095.wav=No, don't -- don't come over here, please...@862624
grace\07\03096.wav=What, are you leaving?  @862920
grace\07\03097.wav=you can't leave now!@863136
grace\07\03098.wav=Wait, you're leaving? Now?@863340
grace\07\03099.wav=No, don't, please...@863556
grace\07\03100.wav=No, wait, please...@863744
grace\07\03101.wav=What? What are you saying?@863948
grace\07\03102.wav=What are you saying?  What?@864180
grace\07\03103.wav=What?!  What are you saying to me?@864432
grace\07\03104.wav=What are you saying to me?!  What?@864712
grace\07\03105.wav=Oh... @864928
grace\07\03106.wav=I -- I...@865036
grace\07\03107.wav=Oh... @865152
grace\07\03108.wav=that's...@865268
grace\07\03109.wav=Oh, so now you're criticizing me?@865452
grace\07\03110.wav=Oh, okay, you're criticizing me now?@865736
grace\07\03111.wav=Oh, no, what are you doing?@866008
grace\07\03112.wav=What, no, hey, don't -- don't say that...@866268
grace\07\03113.wav=Hey, stop it, goddamn it!@866568
grace\07\03114.wav=Oh, no, don't do that! God!@866804
grace\07\03115.wav=Wait, what, are you trying to explain this to me?@867100
grace\07\03116.wav=Hold on, wait, what, are you trying to explain this to me?@867504
grace\07\03117.wav=I'm not talking to you!@867864
grace\07\03118.wav=What do you care?@868072
grace\07\03119.wav=I wasn't talking about you!@868284
grace\07\03120.wav=What? Are you talking to me?@868528
grace\07\03121.wav=What, Trip?  Are you trying to talk to me?@868804
grace\07\03122.wav=What, I can't hear you, are you talking to me?@869144
grace\07\03123.wav=Trip, it's your fault -- ten years ago, freshly married and just out of college, @869604
grace\07\03124.wav=you convinced me to go into advertising, instead of art!@870164
grace\07\03125.wav=If it weren't for you, I could be a real artist by now.@870604
grace\07\03126.wav=Uhh...@870904
grace\07\03127.wav=Uhh...@871008
grace\07\03128.wav=Uhh...@871112
grace\07\03129.wav=Uhh...!@871216
grace\07\03130.wav=uhh...@871324
grace\07\03131.wav=You can both go to hell. @871480
grace\07\03132.wav=Ah, thank you, you disagree, that might just help him!@871780
grace\07\03133.wav=See, Trip, you have no idea what an artist is.@872192
